rankID	1103_V2_D1_CTAB_DNA	1103_V2_D1_PowerFecal_DNA	1103_V2_D1_R1	1103_V2_D1_R2	1103_V6_D29_CTAB_DNA	1103_V6_D29_PowerFecal_DNA	1103_V6_D29_R1	1103_V6_D29_R2	2103_V2_D1_CTAB_DNA	2103_V2_D1_PowerFecal_DNA	2103_V2_D1_R1	2103_V2_D1_R2	2103_V6_D29_CTAB_DNA	2103_V6_D29_PowerFecal_DNA	2103_V6_D29_R1	2103_V6_D29_R2	2202_V2_D1_CTAB_DNA	2202_V2_D1_PowerFecal_DNA	2202_V2_D1_R1	2202_V2_D1_R2	2202_V5_D22_CTAB_DNA	2202_V5_D22_PowerFecal_DNA	2202_V5_D22_R1	2202_V5_D22_R2	3204_V2_D1_CTAB_DNA	3204_V2_D1_PowerFecal_DNA	3204_V2_D1_R1	3204_V2_D1_R2	3204_V6_D29_CTAB_DNA	3204_V6_D29_PowerFecal_DNA	3204_V6_D29_R1	3204_V6_D29_R2	3216_V2_D1_CTAB_DNA	3216_V2_D1_PowerFecal_DNA	3216_V2_D1_R1	3216_V2_D1_R2	3216_V6_D29_CTAB_DNA	3216_V6_D29_PowerFecal_DNA	3216_V6_D29_R1	3216_V6_D29_R2	3218_V2_D1_CTAB_DNA	3218_V2_D1_PowerFecal_DNA	3218_V2_D1_R1	3218_V2_D1_R2	3218_V6_D29_CTAB_DNA	3218_V6_D29_PowerFecal_DNA	3218_V6_D29_R1	3218_V6_D29_R2	taxon
0.1.2.3.1.2.1.4.1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	3	3	5	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	16	22	23	6	1	38	Collinsella_unclassified
0.1.2.3.1.2.2.1.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Coriobacteriaceae_unclassified
0.1.2.3.1.2.3.1.1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Olegusella_massiliensis_unclassified
0.1.2.3.1.2.3.2.1	16	2	0	1	0	0	0	0	0	0	2	3	1	2	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	6	3	2	4	0	1	0	0	0	0	0	0	Olegusella_unclassified
0.1.2.3.1.2.4.1.1	0	0	0	0	0	0	0	1	1214	75	28	56	379	113	129	115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	440	355	59	60	320	509	79	105	0	0	0	0	0	0	0	0	Senegalimassilia_anaerobia_JC110
0.1.2.3.1.2.4.1.2	0	0	1	0	1	0	0	1	123	13	15	13	66	16	28	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	19	3	4	33	19	10	12	0	0	0	0	0	0	0	0	Senegalimassilia_anaerobia_unclassified
0.1.2.3.1.2.4.2.1	0	0	0	1	2	0	0	0	107	10	25	10	40	15	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	30	19	23	136	64	57	50	0	0	0	0	0	0	0	0	Senegalimassilia_unclassified
0.1.2.3.1.2.5.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	3	4	4	32	16	26	22	0	0	0	0	0	0	0	0	Unknown_genus_unclassified
0.1.2.3.1.3.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Coriobacteriales_unclassified
0.1.2.3.2.1.1.1.1	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	Coriobacteriia_unclassified
0.1.2.3.3.1.1.1.1	0	0	0	0	0	0	0	0	50	1	13	16	3	4	8	12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	5	3	3	0	0	0	0	489	378	332	632	197	298	161	491	Adlercreutzia_equolifaciens_DSM_19450
0.1.2.3.3.1.1.1.2	0	0	0	0	0	1	0	0	4	1	7	3	4	1	6	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	9	49	94	138	29	56	41	111	Adlercreutzia_equolifaciens_unclassified
0.1.2.3.3.1.1.2.1	7	3	11	20	9	2	9	12	11	4	17	8	14	4	33	39	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	8	1	7	7	41	8	22	24	4	76	145	146	37	57	57	163	Adlercreutzia_unclassified
0.1.2.3.3.1.2.1.1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	Arabia_massiliensis_unclassified
0.1.2.3.3.1.2.2.1	24	4	0	0	3	5	1	0	4	1	0	1	1	8	2	1	0	0	1	0	4	5	2	5	0	0	1	1	2	4	2	2	2	0	2	0	2	1	1	3	7	0	1	3	5	2	0	0	Arabia_unclassified
0.1.2.3.3.1.3.1.1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cryptobacterium_unclassified
0.1.2.3.3.1.4.1.1	19	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2	5	2	0	0	0	0	3	0	0	0	Denitrobacterium_unclassified
0.1.2.3.3.1.5.1.1	53	29	8	22	10	5	4	2	3	0	0	5	2	1	1	0	39	66	16	88	139	70	136	312	896	358	1240	1203	1178	259	1316	2016	0	1	2	1	2	1	1	2	242	6	11	16	14	7	4	12	Eggerthella_lenta_DSM_2243
0.1.2.3.3.1.5.1.2	2	0	2	4	2	1	1	0	3	0	0	1	0	0	1	1	4	11	6	15	64	17	54	117	409	128	432	425	401	90	392	646	0	1	0	1	2	1	2	3	139	4	4	10	5	2	6	4	Eggerthella_lenta_unclassified
0.1.2.3.3.1.5.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Eggerthella_sp._YY7918_unclassified
0.1.2.3.3.1.5.3.1	19	7	6	7	6	3	1	2	6	2	5	3	9	18	15	8	14	17	7	22	40	20	53	91	85	38	303	287	96	44	193	276	38	23	34	25	164	92	80	95	51	7	11	10	14	10	3	14	Eggerthella_unclassified
0.1.2.3.3.1.6.1.1	9	4	0	0	3	0	2	1	0	0	0	0	1	1	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4	2	1	1	0	1	0	4	0	1	0	5	Eggerthellaceae_unclassified
0.1.2.3.3.1.7.1.1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Enterorhabdus_caecimuris_B7
0.1.2.3.3.1.7.1.2	0	0	1	2	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enterorhabdus_caecimuris_unclassified
0.1.2.3.3.1.7.2.1	8	3	8	34	9	2	9	6	5	2	2	2	1	2	8	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	34	12	28	17	490	126	169	177	1	12	14	12	13	8	6	11	Enterorhabdus_unclassified
0.1.2.3.3.1.8.1.1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	Gordonibacter_massiliensis_unclassified
0.1.2.3.3.1.8.2.1	0	0	0	0	0	0	0	0	109	1	3	9	6	2	10	16	3	1	7	4	21	1	92	297	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	174	3	10	27	12	2	4	10	Gordonibacter_pamelaeae_7-10-1-b
0.1.2.3.3.1.8.2.2	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	2	0	0	1	0	0	1	7	20	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	2	2	2	3	1	0	0	1	Gordonibacter_pamelaeae_unclassified
0.1.2.3.3.1.8.3.1	330	37	10	35	7	2	1	1	15	14	6	3	47	51	25	48	0	0	2	1	7	3	27	49	8	1	11	10	7	2	12	22	2	5	2	1	12	9	10	9	18	15	16	27	14	13	4	16	Gordonibacter_unclassified
0.1.2.3.3.1.8.4.1	6	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	16	12	23	2	18	58	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	Gordonibacter_urolithinfaciens_unclassified
0.1.2.3.3.1.9.1.1	19	4	1	1	1	0	0	0	57	7	23	66	13	66	38	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	1	1	22	15	3	2	77	3	21	31	2	4	3	5	Phoenicibacter_unclassified
0.1.2.3.3.1.10.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	5	3	0	0	0	0	0	0	0	0	Slackia_piriformis_YIT_12062
0.1.2.3.3.1.10.1.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	3	4	1	0	0	0	0	0	0	0	0	Slackia_piriformis_unclassified
0.1.2.3.3.1.10.2.1	0	1	0	0	0	0	0	0	183	2	43	169	30	5	74	80	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	6	2	8	9	6	1	4	6	0	0	0	0	0	1	0	0	Slackia_unclassified
0.1.2.4.1.1.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Egibacter_unclassified
0.1.2.5.1.1.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Rubrobacter_unclassified
0.1.2.6.1.1.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Conexibacter_unclassified
0.1.3.1.1.1.1.1.1	244	178	59	125	297	189	192	199	186	184	174	204	429	277	118	116	547	420	428	508	669	732	398	435	1298	911	296	310	819	541	367	544	207	119	71	69	42	27	24	30	25	71	35	59	121	51	21	52	Bacteria_unclassified
0.1.4.1.1.1.1.1.1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Anaerorhabdus_unclassified
0.1.4.1.1.1.2.1.1	1	3	3	2	1	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	30	41	21	4	16	7	4	Bacteroides_caccae_unclassified
0.1.4.1.1.1.2.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_caecimuris_unclassified
0.1.4.1.1.1.2.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_cellulosilyticus_unclassified
0.1.4.1.1.1.2.4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_coprophilus_DSM_18228_=_JCM_13818
0.1.4.1.1.1.2.5.1	5	118	74	105	7	57	55	13	78	49	58	94	0	25	11	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_dorei_CL03T12C01
0.1.4.1.1.1.2.5.2	0	3	2	1	0	7	2	1	8	8	6	5	0	8	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_dorei_unclassified
0.1.4.1.1.1.2.6.1	0	0	0	2	2	0	1	0	1	0	2	0	0	0	1	0	5	5	0	3	10	20	51	6	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	4	7	4	2	0	2	1	1	Bacteroides_fragilis_638R
0.1.4.1.1.1.2.6.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_fragilis_NCTC_9343
0.1.4.1.1.1.2.6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	Bacteroides_fragilis_YCH46
0.1.4.1.1.1.2.6.4	0	1	0	5	0	0	0	0	1	0	0	4	0	1	0	2	0	4	0	0	3	20	17	0	0	3	0	11	0	3	0	0	0	0	0	0	0	0	0	0	3	27	15	2	0	4	2	2	Bacteroides_fragilis_unclassified
0.1.4.1.1.1.2.7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_nordii_CL02T12C05
0.1.4.1.1.1.2.7.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_nordii_unclassified
0.1.4.1.1.1.2.8.1	1	4	3	8	9	15	16	14	5	3	12	2	1	9	4	5	0	1	0	0	9	28	37	6	0	5	5	17	0	5	0	3	0	3	0	0	0	0	0	0	7	14	26	12	0	11	5	4	Bacteroides_ovatus_V975
0.1.4.1.1.1.2.8.2	0	0	1	1	1	3	5	1	0	3	3	4	0	1	1	0	1	1	0	0	5	32	19	6	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	19	16	6	0	6	4	1	Bacteroides_ovatus_unclassified
0.1.4.1.1.1.2.9.1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_salyersiae_WAL_10018_=_DSM_18765_=_JCM_12988
0.1.4.1.1.1.2.9.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_salyersiae_unclassified
0.1.4.1.1.1.2.10.1	0	0	0	0	0	0	0	0	102	44	23	61	6	200	38	46	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	45	17	15	0	23	1	2	Bacteroides_stercoris_ATCC_43183
0.1.4.1.1.1.2.10.2	0	0	0	0	0	0	0	0	6	5	5	2	0	28	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	5	0	4	1	0	Bacteroides_stercoris_unclassified
0.1.4.1.1.1.2.11.1	0	0	4	0	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	2	6	4	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroides_thetaiotaomicron_VPI-5482
0.1.4.1.1.1.2.11.2	0	0	1	0	1	2	1	0	3	0	2	1	0	0	5	8	0	1	0	1	1	3	7	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	Bacteroides_thetaiotaomicron_unclassified
0.1.4.1.1.1.2.12.1	6	26	21	32	8	130	86	63	1058	985	714	1008	22	1259	710	995	1	2	2	2	114	149	159	57	3	7	9	7	3	10	7	8	2	21	1	5	2	7	2	0	0	305	318	211	3	144	45	35	Bacteroides_unclassified
0.1.4.1.1.1.2.13.1	0	4	1	1	3	6	5	3	28	9	5	6	5	44	17	16	0	1	0	4	14	49	42	7	0	1	0	2	0	1	0	1	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	Bacteroides_uniformis_ATCC_8492
0.1.4.1.1.1.2.13.2	0	0	0	0	0	1	0	0	1	2	2	1	1	8	5	6	0	0	0	0	2	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Bacteroides_uniformis_unclassified
0.1.4.1.1.1.2.14.1	25	275	126	168	225	7544	1694	801	1547	1595	1209	2022	12	405	325	510	6	37	3	7	2864	6488	3468	932	10	42	43	53	3	65	32	137	4	135	18	4	3	66	9	6	16	6858	3578	2736	9	3583	401	343	Bacteroides_vulgatus_ATCC_8482
0.1.4.1.1.1.2.14.2	5	23	6	8	13	367	85	48	111	209	188	168	7	101	78	99	0	5	2	0	546	1182	741	213	0	4	6	7	1	8	8	7	0	15	3	1	0	3	2	0	3	300	218	165	1	112	27	32	Bacteroides_vulgatus_unclassified
0.1.4.1.1.2.1.1.1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	4	0	0	4	0	0	0	0	0	0	0	0	0	0	Bacteroidales_unclassified
0.1.4.1.1.3.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Barnesiella_intestinihominis_YIT_11860
0.1.4.1.1.3.1.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	5	0	6	0	0	0	0	0	0	0	0	0	0	Barnesiella_unclassified
0.1.4.1.1.3.2.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Coprobacter_unclassified
0.1.4.1.1.4.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Dysgonomonas_mossii_DSM_22836
0.1.4.1.1.4.1.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Dysgonomonas_unclassified
0.1.4.1.1.5.1.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Duncaniella_sp._C9_unclassified
0.1.4.1.1.5.1.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	0	Duncaniella_unclassified
0.1.4.1.1.5.2.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	Muribaculaceae_unclassified
0.1.4.1.1.5.3.1.1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	89	54	1	68	9	2	0	0	0	0	0	0	0	1	Muribaculum_unclassified
0.1.4.1.1.6.1.1.1	0	0	0	0	0	0	0	0	3	3	1	0	0	2	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Butyricimonas_faecalis_unclassified
0.1.4.1.1.6.1.2.1	1	0	0	0	0	0	0	0	3	3	2	1	0	13	2	5	0	0	0	0	2	20	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Butyricimonas_unclassified
0.1.4.1.1.6.2.1.1	0	0	0	0	0	1	0	0	22	103	17	13	2	72	8	24	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	6	1	0	0	7	1	0	2	50	28	17	0	8	1	0	Odoribacter_splanchnicus_DSM_20712
0.1.4.1.1.6.2.1.2	0	0	1	0	0	0	0	0	191	163	56	146	0	115	34	37	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	7	79	43	31	0	3	0	1	Odoribacter_splanchnicus_unclassified
0.1.4.1.1.6.2.2.1	0	0	0	0	0	1	0	0	12	41	26	11	0	27	3	11	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	29	15	10	0	3	0	1	Odoribacter_unclassified
0.1.4.1.1.7.1.1.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Petrimonas_unclassified
0.1.4.1.1.7.2.1.1	0	0	0	0	0	0	0	0	0	3	1	1	1	2	2	1	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	3	0	0	0	1	Porphyromonas_unclassified
0.1.4.1.1.8.1.1.1	0	0	0	0	0	0	0	0	7	7	7	3	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	1	0	0	0	0	0	0	0	0	0	0	Alloprevotella_unclassified
0.1.4.1.1.8.2.1.1	0	0	0	0	0	0	0	0	0	16	5	10	1	12	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	1	3	190	3	5	0	0	0	0	0	0	0	0	Paraprevotella_unclassified
0.1.4.1.1.8.2.2.1	0	0	0	0	0	0	0	0	0	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Paraprevotella_xylaniphila_YIT_11841
0.1.4.1.1.8.2.2.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Paraprevotella_xylaniphila_unclassified
0.1.4.1.1.8.3.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	60	29	10	0	27	6	4	0	0	0	0	0	0	0	0	Prevotella_copri_DSM_18205
0.1.4.1.1.8.3.1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	2	0	3	0	1	0	0	0	0	0	0	0	0	Prevotella_copri_unclassified
0.1.4.1.1.8.3.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prevotella_denticola_unclassified
0.1.4.1.1.8.3.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prevotella_fusca_JCM_17724
0.1.4.1.1.8.3.4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prevotella_intermedia_unclassified
0.1.4.1.1.8.3.5.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Prevotella_jejuni_unclassified
0.1.4.1.1.8.3.6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prevotella_melaninogenica_ATCC_25845
0.1.4.1.1.8.3.6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prevotella_melaninogenica_unclassified
0.1.4.1.1.8.3.7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Prevotella_scopos_unclassified
0.1.4.1.1.8.3.8.1	1	2	1	0	4	2	0	1	3632	563	1608	1795	20	40	370	400	1	1	1	1	1	4	2	1	2	1	3	1	5	3	0	0	0	96	109	59	1	6	3	5	2	1	2	0	1	2	0	3	Prevotella_unclassified
0.1.4.1.1.8.4.1.1	3	15	17	35	13	353	275	180	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Prevotellamassilia_timonensis_unclassified
0.1.4.1.1.8.4.2.1	2	0	1	1	1	37	26	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	191	88	0	11	3	2	0	0	0	0	0	0	0	0	Prevotellamassilia_unclassified
0.1.4.1.1.9.1.1.1	0	0	0	0	0	3	0	0	27	15	6	6	2	4	6	2	0	1	0	0	58	131	178	93	1	0	1	0	0	0	0	0	0	2	1	1	0	7	1	2	0	22	24	25	0	10	2	8	Alistipes_finegoldii_DSM_17242
0.1.4.1.1.9.1.1.2	0	24	19	16	1	117	37	13	25	29	17	11	0	47	46	52	0	0	0	0	15	31	62	44	0	0	0	0	0	0	0	0	0	7	6	7	1	6	6	8	12	297	451	398	0	96	47	17	Alistipes_finegoldii_unclassified
0.1.4.1.1.9.1.2.1	0	0	0	0	0	0	0	0	30	17	20	13	0	14	8	11	0	0	0	0	2	12	15	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	13	8	0	4	1	0	Alistipes_putredinis_DSM_17216
0.1.4.1.1.9.1.2.2	0	0	0	0	0	0	0	0	1	3	0	0	0	2	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	2	0	0	Alistipes_putredinis_unclassified
